Total No. of APs,1365
Box no.,Total APs
0,121
MAC,Persistence,Dates Seen
14:b7:f8:62:66:cc,1,"03/14/2018,"
94:46:96:18:f4:c9,6,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
90:61:0c:41:1e:37,5,"03/14/2018, 04/03/2018, 04/05/2018,"
90:61:0c:40:d8:7e,5,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
88:d2:74:86:c4:cb,1,"03/14/2018,"
48:fd:8e:b8:e5:bc,3,"03/14/2018, 04/03/2018,"
00:13:33:e1:c5:5a,6,"03/14/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
e0:8e:3c:1b:9e:cf,2,"03/14/2018, 04/05/2018,"
5c:6a:80:1a:25:c6,10,"03/14/2018, 03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
36:57:60:ae:a0:30,1,"03/14/2018,"
84:ba:3b:81:35:bd,2,"03/14/2018, 04/02/2018,"
cc:06:77:22:fb:60,9,"03/14/2018, 03/22/2018, 04/03/2018, 04/05/2018,"
52:77:05:4d:a8:b9,1,"03/22/2018,"
28:10:7b:f1:02:bc,7,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
cc:06:77:60:3e:98,6,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
ec:10:7b:37:90:a1,1,"03/22/2018,"
8c:68:c8:c0:0f:ae,7,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
74:cc:39:bb:51:38,8,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
3e:91:48:9d:25:95,1,"03/22/2018,"
18:de:d7:34:4c:cc,4,"03/22/2018, 04/05/2018,"
cc:06:77:61:f6:08,6,"03/22/2018, 04/03/2018, 04/05/2018,"
f0:98:38:72:db:98,6,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
00:13:33:ed:60:4c,4,"03/22/2018, 04/03/2018,"
3e:f7:a4:18:a7:13,1,"03/22/2018,"
f4:9e:ef:d0:b7:bc,7,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
e4:7d:eb:03:22:2c,3,"03/22/2018, 04/03/2018, 04/05/2018,"
00:13:33:e8:f8:31,5,"03/22/2018, 04/03/2018,"
e0:8e:3c:21:d1:67,5,"03/22/2018, 04/03/2018, 04/05/2018,"
f0:98:38:f9:14:28,9,"03/22/2018, 04/03/2018, 04/05/2018,"
00:e0:20:3b:00:75,7,"03/22/2018, 04/02/2018, 04/03/2018, 04/05/2018,"
d8:fe:e3:73:8d:22,2,"03/22/2018, 04/05/2018,"
ae:5f:3e:5f:8e:c9,1,"03/22/2018,"
00:13:33:ed:60:48,6,"03/22/2018, 04/03/2018, 04/05/2018,"
5c:6a:80:a3:32:23,1,"03/22/2018,"
b0:4e:26:4c:0f:dd,3,"03/22/2018, 04/03/2018,"
b6:4e:26:4c:0f:dd,5,"03/22/2018, 04/03/2018, 04/05/2018,"
48:00:33:62:97:e9,4,"03/22/2018, 04/03/2018,"
c8:3a:35:3b:3b:38,4,"03/22/2018, 04/03/2018,"
76:4a:a4:f1:44:17,1,"03/22/2018,"
90:61:0c:37:67:ff,1,"03/22/2018,"
00:13:33:fb:45:3c,4,"03/22/2018, 04/03/2018, 04/05/2018,"
0e:41:58:00:9f:ef,3,"03/22/2018, 04/02/2018, 04/05/2018,"
74:cc:39:bb:7e:50,8,"03/22/2018, 04/03/2018, 04/05/2018,"
c0:21:0d:3b:35:74,1,"03/22/2018,"
58:70:c6:f6:29:b1,1,"03/22/2018,"
84:c9:b2:52:16:e9,3,"03/22/2018, 04/03/2018, 04/05/2018,"
fc:3f:7c:81:39:d9,1,"03/22/2018,"
cc:06:77:e1:7c:c8,1,"03/22/2018,"
90:61:0c:2c:e1:7d,4,"03/22/2018, 04/02/2018, 04/05/2018,"
00:13:33:e1:c9:15,4,"04/02/2018, 04/03/2018, 04/05/2018,"
00:13:33:c0:57:33,3,"04/02/2018, 04/03/2018,"
9c:6f:52:34:ff:b7,2,"04/02/2018, 04/05/2018,"
b8:08:d7:c1:2e:ce,2,"04/02/2018, 04/05/2018,"
98:de:d0:cc:d4:72,4,"04/02/2018, 04/03/2018, 04/05/2018,"
3c:f7:a4:2a:94:55,1,"04/02/2018,"
94:46:96:1d:8a:0d,1,"04/02/2018,"
cc:06:77:62:c4:a8,1,"04/03/2018,"
90:61:0c:2a:47:af,1,"04/03/2018,"
00:13:33:ea:82:37,4,"04/03/2018,"
00:13:33:e1:9b:5c,2,"04/03/2018,"
9c:6f:52:35:15:fc,2,"04/03/2018,"
00:22:58:1d:09:e5,2,"04/03/2018,"
94:46:96:19:2a:3e,2,"04/03/2018, 04/05/2018,"
8c:25:05:5b:ca:b9,1,"04/03/2018,"
c8:3a:35:43:77:d0,2,"04/03/2018, 04/05/2018,"
e4:77:23:a5:0c:cc,4,"04/03/2018, 04/05/2018,"
34:ba:9a:56:04:45,1,"04/03/2018,"
92:06:28:f9:63:71,2,"04/03/2018,"
ec:9b:f3:61:a9:2f,1,"04/03/2018,"
9c:a9:e4:c6:f3:be,1,"04/03/2018,"
c0:21:0d:b9:f1:07,1,"04/03/2018,"
f4:e3:fb:de:fb:cd,2,"04/03/2018,"
e0:8e:3c:1f:f5:73,1,"04/03/2018,"
cc:1a:fa:97:cf:b8,2,"04/03/2018, 04/05/2018,"
14:b7:f8:0b:38:33,1,"04/03/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
36:69:87:f8:50:8a,1,"04/03/2018,"
cc:06:77:5e:c9:b0,2,"04/03/2018, 04/05/2018,"
ac:86:74:4a:09:57,4,"04/03/2018, 04/05/2018,"
e0:8e:3c:2d:fa:d5,1,"04/05/2018,"
d0:b2:c4:56:d4:6b,1,"04/05/2018,"
9c:6f:52:34:ff:b6,2,"04/05/2018,"
9c:6f:52:34:ff:b9,2,"04/05/2018,"
bc:c0:0f:7b:c2:08,1,"04/05/2018,"
e8:50:8b:d2:83:a2,4,"04/05/2018,"
00:13:33:ea:7b:21,1,"04/05/2018,"
a0:cb:fd:b9:c6:00,2,"04/05/2018,"
5c:f2:86:25:c5:5e,1,"04/05/2018,"
ac:ee:9e:fc:7f:fd,1,"04/05/2018,"
18:d6:c7:48:32:4c,1,"04/05/2018,"
bc:3d:85:66:0d:b5,1,"04/05/2018,"
74:4a:a4:79:08:14,1,"04/05/2018,"
88:3f:d3:06:65:dc,1,"04/05/2018,"
62:fe:1e:c1:98:0c,1,"04/05/2018,"
32:07:4d:7d:86:71,1,"04/05/2018,"
98:9c:57:0b:0e:f2,1,"04/05/2018,"
d8:63:75:b6:bf:7b,1,"04/05/2018,"
94:a7:b7:3d:01:d8,1,"04/05/2018,"
36:12:98:50:50:8c,1,"04/05/2018,"
58:70:c6:fe:88:70,1,"04/05/2018,"
ee:1d:7f:64:87:37,1,"04/05/2018,"
8e:79:67:41:f1:03,1,"04/05/2018,"
3c:df:bd:33:2b:7c,1,"04/05/2018,"
00:13:33:f4:45:9f,1,"04/05/2018,"
""
Box no.,Total APs
35,42
MAC,Persistence,Dates Seen
e8:50:8b:d2:83:a2,1,"04/05/2018,"
ac:86:74:4a:09:52,1,"04/05/2018,"
f4:9e:ef:d0:b7:bc,1,"04/05/2018,"
00:e0:20:3b:00:75,1,"04/05/2018,"
00:13:33:e1:c5:5a,1,"04/05/2018,"
18:de:d7:34:4c:cc,1,"04/05/2018,"
ae:5f:3e:57:4c:f4,1,"04/05/2018,"
3c:df:bd:33:2b:7c,1,"04/05/2018,"
cc:06:77:60:3e:98,1,"04/05/2018,"
84:c9:b2:52:16:e9,1,"04/05/2018,"
0e:41:58:00:9f:ef,1,"04/05/2018,"
ac:f9:70:ec:2d:e0,1,"04/05/2018,"
28:10:7b:f1:02:bc,1,"04/05/2018,"
f0:98:38:72:db:98,1,"04/05/2018,"
74:cc:39:bb:7e:50,1,"04/05/2018,"
74:cc:39:bb:51:38,1,"04/05/2018,"
74:cc:39:bb:51:60,1,"04/05/2018,"
00:13:33:dc:91:af,1,"04/05/2018,"
00:13:33:ed:60:4c,1,"04/05/2018,"
00:13:33:ed:60:48,1,"04/05/2018,"
b6:4e:26:4c:0e:e3,1,"04/05/2018,"
00:13:33:e1:9b:5c,1,"04/05/2018,"
6c:27:79:b5:5b:9a,1,"04/05/2018,"
90:61:0c:2a:47:af,1,"04/05/2018,"
88:d2:74:86:d2:0f,1,"04/05/2018,"
00:22:58:1d:09:e5,1,"04/05/2018,"
00:13:33:e8:f8:31,1,"04/05/2018,"
9c:6f:52:35:15:fc,1,"04/05/2018,"
5c:6a:80:1a:25:c6,1,"04/05/2018,"
cc:06:77:e1:1f:90,1,"04/05/2018,"
84:16:f9:ed:7d:f4,1,"04/05/2018,"
64:66:b3:5c:c9:44,1,"04/05/2018,"
28:ff:3e:3d:de:c0,1,"04/05/2018,"
cc:06:77:22:fb:60,1,"04/05/2018,"
8c:68:c8:c0:0f:ae,1,"04/05/2018,"
cc:06:77:6f:30:40,1,"04/05/2018,"
94:46:96:19:2a:3e,1,"04/05/2018,"
cc:06:77:e1:7c:c8,1,"04/05/2018,"
94:46:96:18:f4:c9,1,"04/05/2018,"
90:61:0c:41:1e:37,1,"04/05/2018,"
00:13:33:fb:45:39,1,"04/05/2018,"
00:24:01:b8:d1:9d,1,"04/05/2018,"
""
Box no.,Total APs
36,54
MAC,Persistence,Dates Seen
f4:9e:ef:a1:91:f0,1,"03/22/2018,"
bc:c0:0f:2e:88:70,1,"03/22/2018,"
54:04:a6:bd:7d:dc,2,"03/22/2018, 04/02/2018,"
f0:98:38:07:74:6c,2,"03/22/2018, 04/02/2018,"
34:ba:9a:4f:d6:58,2,"03/22/2018, 04/02/2018,"
74:cc:39:97:e8:c8,1,"03/22/2018,"
f4:9e:ef:a0:cf:20,2,"03/22/2018, 04/02/2018,"
4c:81:20:93:45:ca,1,"03/22/2018,"
c4:e9:84:75:a7:12,1,"03/22/2018,"
00:13:33:ef:dd:bf,2,"03/22/2018, 04/02/2018,"
00:13:33:ef:dd:be,2,"03/22/2018, 04/02/2018,"
fc:8b:97:27:88:8b,2,"03/22/2018, 04/02/2018,"
34:ba:9a:56:28:e6,1,"04/02/2018,"
34:ba:9a:4f:ff:fc,1,"04/02/2018,"
58:70:c6:f7:94:ad,1,"04/02/2018,"
28:ff:3e:3d:dd:31,1,"04/02/2018,"
bc:c0:0f:1e:d4:08,1,"04/02/2018,"
50:a7:2b:cd:65:52,1,"04/02/2018,"
b8:55:10:2b:0d:5c,2,"04/02/2018, 04/05/2018,"
00:13:33:d6:2b:cb,1,"04/02/2018,"
50:09:59:85:05:bd,1,"04/02/2018,"
90:61:0c:36:06:ea,2,"04/02/2018, 04/05/2018,"
02:23:eb:22:6b:f7,1,"04/02/2018,"
b4:2a:0e:29:f1:8e,1,"04/02/2018,"
90:61:0c:3a:0e:40,1,"04/02/2018,"
06:23:eb:22:6b:f7,1,"04/02/2018,"
00:13:33:fa:bb:00,2,"04/02/2018, 04/05/2018,"
cc:06:77:d9:5b:d8,1,"04/02/2018,"
f0:98:38:07:d1:fc,1,"04/02/2018,"
00:23:eb:22:6b:f7,1,"04/02/2018,"
e0:8e:3c:1f:f5:d3,1,"04/02/2018,"
64:d1:54:6a:09:63,1,"04/02/2018,"
fc:b4:e6:a8:fc:09,1,"04/02/2018,"
54:be:f7:3e:53:5f,1,"04/02/2018,"
f0:98:38:a0:2d:c4,1,"04/02/2018,"
bc:c0:0f:7b:c8:b8,1,"04/02/2018,"
4c:09:b4:a3:16:c9,1,"04/02/2018,"
60:e3:27:29:6a:d0,1,"04/02/2018,"
94:46:96:19:2a:e3,1,"04/02/2018,"
60:38:e0:3b:bc:72,1,"04/02/2018,"
cc:06:77:75:fd:b0,1,"04/02/2018,"
cc:06:77:20:c1:08,1,"04/05/2018,"
00:13:33:f1:0b:30,1,"04/05/2018,"
06:6f:13:2a:47:6e,1,"04/05/2018,"
fc:f5:28:3d:69:c4,1,"04/05/2018,"
94:46:96:18:f0:fa,1,"04/05/2018,"
00:18:f8:70:f5:2b,1,"04/05/2018,"
88:d2:74:86:bf:9c,1,"04/05/2018,"
cc:06:77:e1:6c:38,1,"04/05/2018,"
2a:56:5a:bb:53:82,1,"04/05/2018,"
80:29:94:67:88:c1,1,"04/05/2018,"
d0:17:c2:43:04:a9,1,"04/05/2018,"
d4:6e:0e:49:f4:72,1,"04/05/2018,"
bc:c0:0f:7b:b5:b8,1,"04/05/2018,"
""
Box no.,Total APs
37,10
MAC,Persistence,Dates Seen
90:61:0c:35:ef:4a,1,"04/05/2018,"
ac:f9:70:ed:63:34,1,"04/05/2018,"
74:cc:39:97:e8:c8,1,"04/05/2018,"
60:83:34:4f:5d:98,1,"04/05/2018,"
f4:9e:ef:d0:56:cc,1,"04/05/2018,"
00:24:01:b9:07:95,1,"04/05/2018,"
f0:98:38:07:74:6c,1,"04/05/2018,"
cc:06:77:20:c1:08,1,"04/05/2018,"
06:6f:13:2a:47:6e,1,"04/05/2018,"
00:13:33:f1:0b:30,1,"04/05/2018,"
""
Box no.,Total APs
38,15
MAC,Persistence,Dates Seen
00:13:33:e8:fd:31,1,"04/05/2018,"
ba:4e:26:4c:12:53,1,"04/05/2018,"
c0:56:27:0f:d1:4e,1,"04/05/2018,"
bc:c0:0f:7b:d2:e0,1,"04/05/2018,"
00:1e:2a:62:17:b6,1,"04/05/2018,"
90:61:0c:2e:c4:70,1,"04/05/2018,"
bc:c0:0f:7b:b5:b8,1,"04/05/2018,"
90:61:0c:2e:d2:9a,1,"04/05/2018,"
88:d2:74:86:bf:9c,1,"04/05/2018,"
90:61:0c:35:ef:4a,1,"04/05/2018,"
14:b7:f8:64:23:4f,1,"04/05/2018,"
80:29:94:67:bb:3d,1,"04/05/2018,"
48:00:33:a7:f4:fd,1,"04/05/2018,"
14:b7:f8:0b:44:97,1,"04/05/2018,"
cc:06:77:60:47:50,1,"04/05/2018,"
""
Box no.,Total APs
39,38
MAC,Persistence,Dates Seen
cc:06:77:21:76:10,1,"04/05/2018,"
70:54:d2:1e:99:08,1,"04/05/2018,"
88:d2:74:86:bf:9c,2,"04/05/2018,"
5c:54:6d:43:74:e4,1,"04/05/2018,"
00:13:33:fe:df:d7,2,"04/05/2018,"
14:b7:f8:64:23:4f,1,"04/05/2018,"
48:00:33:a7:f4:fd,2,"04/05/2018,"
bc:c0:0f:7b:b5:b8,1,"04/05/2018,"
ac:f9:70:ed:63:34,2,"04/05/2018,"
94:a7:b7:3c:f7:ee,2,"04/05/2018,"
00:23:cd:c6:1d:74,1,"04/05/2018,"
60:83:34:4f:5d:98,1,"04/05/2018,"
4c:f9:5d:85:c5:08,2,"04/05/2018,"
74:cc:39:97:e8:c8,1,"04/05/2018,"
5c:f2:86:2e:77:e0,1,"04/05/2018,"
94:44:52:c2:20:9b,1,"04/05/2018,"
f0:98:38:f9:59:58,2,"04/05/2018,"
00:13:33:e8:fd:31,2,"04/05/2018,"
f0:98:38:72:b5:48,1,"04/05/2018,"
bc:c0:0f:7b:d2:e0,1,"04/05/2018,"
7c:11:cb:6e:fe:af,1,"04/05/2018,"
70:5a:9e:41:1f:16,1,"04/05/2018,"
48:00:33:a7:e7:a1,1,"04/05/2018,"
b6:4e:26:4c:12:53,1,"04/05/2018,"
74:cc:39:bb:d2:98,1,"04/05/2018,"
94:46:96:20:6a:48,1,"04/05/2018,"
14:b7:f8:0b:9b:ab,1,"04/05/2018,"
c0:56:27:0f:d1:4e,1,"04/05/2018,"
00:13:33:fe:92:2f,1,"04/05/2018,"
c0:25:e9:61:09:c0,1,"04/05/2018,"
78:c1:a7:02:90:f8,1,"04/05/2018,"
90:61:0c:36:05:af,1,"04/05/2018,"
bc:c0:0f:c7:ef:60,1,"04/05/2018,"
00:13:33:f4:44:23,1,"04/05/2018,"
cc:06:77:5e:7f:d0,1,"04/05/2018,"
e8:93:09:86:9d:cd,1,"04/05/2018,"
6e:b0:ce:20:7b:98,1,"04/05/2018,"
4e:f9:5d:85:c5:09,1,"04/05/2018,"
""
Box no.,Total APs
40,31
MAC,Persistence,Dates Seen
bc:c0:0f:1f:8f:f0,2,"04/05/2018,"
00:13:33:fe:92:2f,2,"04/05/2018,"
c4:ff:1f:57:8c:b4,2,"04/05/2018,"
14:b7:f8:0b:9b:ab,2,"04/05/2018,"
94:46:96:20:6a:48,2,"04/05/2018,"
c8:d7:19:19:75:6a,1,"04/05/2018,"
00:13:33:e8:fd:31,2,"04/05/2018,"
18:de:d7:34:48:5c,1,"04/05/2018,"
00:13:33:f5:91:89,2,"04/05/2018,"
00:13:33:e8:fe:3f,2,"04/05/2018,"
c0:25:e9:61:09:c0,2,"04/05/2018,"
d0:b2:c4:2b:f5:1a,2,"04/05/2018,"
cc:06:77:21:76:10,1,"04/05/2018,"
70:54:d2:1e:99:08,1,"04/05/2018,"
5c:54:6d:43:74:e4,1,"04/05/2018,"
00:13:33:fe:df:d7,1,"04/05/2018,"
4c:f9:5d:85:c5:08,1,"04/05/2018,"
4e:f9:5d:85:c5:09,1,"04/05/2018,"
cc:06:77:5e:7f:d0,1,"04/05/2018,"
6e:b0:ce:20:7b:98,1,"04/05/2018,"
6c:b0:ce:20:7b:98,1,"04/05/2018,"
e8:93:09:86:9d:cd,1,"04/05/2018,"
00:23:cd:c6:1d:74,1,"04/05/2018,"
cc:50:0a:5f:eb:00,1,"04/05/2018,"
74:cc:39:bb:7e:50,1,"04/05/2018,"
f0:98:38:f9:59:58,1,"04/05/2018,"
00:0f:02:6b:1c:50,1,"04/05/2018,"
34:ce:00:1e:a3:cb,1,"04/05/2018,"
74:cc:39:c9:62:68,1,"04/05/2018,"
ec:1a:59:21:65:c6,1,"04/05/2018,"
00:1f:fb:c6:61:89,1,"04/05/2018,"
""
Box no.,Total APs
41,3
MAC,Persistence,Dates Seen
84:16:f9:3c:ef:e4,1,"04/05/2018,"
d8:5d:4c:a7:29:e8,1,"04/05/2018,"
cc:06:77:21:76:10,1,"04/05/2018,"
""
Box no.,Total APs
42,36
MAC,Persistence,Dates Seen
14:b7:f8:0b:b5:ff,1,"04/10/2018,"
88:41:fc:d2:3c:60,1,"04/10/2018,"
50:09:59:85:b9:51,1,"04/10/2018,"
08:95:2a:5b:4b:e4,1,"04/10/2018,"
50:c7:bf:34:32:cc,3,"04/10/2018,"
90:61:0c:35:67:e3,2,"04/10/2018,"
ec:1a:59:b4:42:18,2,"04/10/2018,"
ee:1a:59:b4:42:19,2,"04/10/2018,"
9c:2a:70:2b:15:7d,2,"04/10/2018,"
00:13:33:ef:df:94,1,"04/10/2018,"
88:d2:74:86:c5:20,1,"04/10/2018,"
e0:8e:3c:22:66:f7,1,"04/10/2018,"
cc:06:77:61:f6:08,2,"04/10/2018,"
ec:08:6b:82:b5:3e,2,"04/10/2018,"
00:26:75:ea:e5:8c,3,"04/10/2018,"
c4:ff:1f:57:8c:b4,3,"04/10/2018,"
d8:fe:e3:73:8d:22,2,"04/10/2018,"
88:41:fc:d2:3d:14,2,"04/10/2018,"
94:46:96:18:04:ba,2,"04/10/2018,"
74:cc:39:ca:d0:78,1,"04/10/2018,"
74:cc:39:97:d5:c8,2,"04/10/2018,"
94:87:7c:b6:ce:e0,2,"04/10/2018,"
00:23:69:4f:cb:05,2,"04/10/2018,"
74:cc:39:bb:7e:50,1,"04/10/2018,"
c0:c1:c0:e7:d2:99,1,"04/10/2018,"
c0:c1:c0:e7:d2:9a,1,"04/10/2018,"
48:00:33:f2:cc:95,1,"04/10/2018,"
b8:3a:08:5b:21:b1,2,"04/10/2018,"
74:cc:39:88:84:20,1,"04/10/2018,"
c0:25:e9:61:09:c0,1,"04/10/2018,"
08:10:74:68:1f:df,1,"04/10/2018,"
60:5b:b4:52:a2:09,1,"04/10/2018,"
6e:b0:ce:20:7b:98,1,"04/10/2018,"
5c:6a:80:19:ea:c2,1,"04/10/2018,"
74:cc:39:c9:c6:60,1,"04/10/2018,"
00:13:33:f0:77:01,1,"04/10/2018,"
""
Box no.,Total APs
43,105
MAC,Persistence,Dates Seen
18:de:d7:34:4c:cc,4,"03/14/2018, 04/03/2018, 04/05/2018,"
cc:06:77:61:f6:08,4,"03/14/2018, 04/03/2018, 04/05/2018,"
00:13:33:ed:60:4c,7,"03/14/2018, 04/03/2018, 04/05/2018,"
00:13:33:ed:60:48,7,"03/14/2018, 04/03/2018, 04/05/2018,"
cc:06:77:22:fb:60,7,"03/14/2018, 04/03/2018, 04/05/2018,"
8c:68:c8:c0:0f:ae,1,"04/03/2018,"
cc:06:77:6f:30:40,3,"04/03/2018, 04/05/2018,"
cc:06:77:60:3e:98,3,"04/03/2018, 04/05/2018,"
94:46:96:18:f4:c9,3,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:3a,5,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:3b,4,"04/03/2018, 04/05/2018,"
90:61:0c:41:1e:37,5,"04/03/2018, 04/05/2018,"
e4:77:23:a5:0c:cc,5,"04/03/2018, 04/05/2018,"
00:e0:20:3b:00:75,4,"04/03/2018, 04/05/2018,"
00:13:33:e1:c5:5a,6,"04/03/2018, 04/05/2018,"
cc:06:77:60:52:70,4,"04/03/2018, 04/05/2018,"
f0:98:38:72:db:98,5,"04/03/2018, 04/05/2018,"
34:ba:9a:56:04:45,1,"04/03/2018,"
f4:9e:ef:d0:b7:bc,6,"04/03/2018, 04/05/2018,"
00:26:75:f5:fe:bc,3,"04/03/2018, 04/05/2018,"
74:cc:39:bb:51:60,3,"04/03/2018, 04/05/2018,"
c0:56:27:90:c5:57,2,"04/03/2018,"
ba:4e:26:4c:0f:dd,1,"04/03/2018,"
00:13:33:e1:9b:5c,6,"04/03/2018, 04/05/2018,"
00:13:33:dc:91:af,4,"04/03/2018, 04/05/2018,"
00:13:33:ea:82:37,6,"04/03/2018, 04/05/2018,"
00:13:33:e8:f8:31,5,"04/03/2018, 04/05/2018,"
88:d2:74:86:d2:0f,5,"04/03/2018, 04/05/2018,"
5c:6a:80:a3:32:23,2,"04/03/2018, 04/05/2018,"
08:95:2a:e4:a2:19,3,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:39,4,"04/03/2018, 04/05/2018,"
e0:8e:3c:1b:9e:cf,3,"04/03/2018, 04/05/2018,"
84:16:f9:ed:7d:f4,4,"04/03/2018, 04/05/2018,"
00:13:33:fb:45:3c,4,"04/03/2018, 04/05/2018,"
e0:8e:3c:21:d1:67,1,"04/03/2018,"
90:61:0c:40:d8:7e,2,"04/03/2018, 04/05/2018,"
94:46:96:19:2a:3e,3,"04/03/2018, 04/05/2018,"
9c:2a:70:2b:15:7d,2,"04/03/2018, 04/05/2018,"
84:ba:3b:81:35:bd,1,"04/03/2018,"
c8:3a:35:43:77:d0,2,"04/03/2018, 04/05/2018,"
ac:86:74:4a:09:52,2,"04/03/2018, 04/05/2018,"
ac:86:74:4a:09:53,2,"04/03/2018, 04/05/2018,"
84:c9:b2:52:16:e9,6,"04/03/2018, 04/05/2018,"
98:de:d0:cc:d4:72,2,"04/03/2018, 04/05/2018,"
92:06:28:f9:63:71,1,"04/03/2018,"
74:4a:a4:69:80:28,3,"04/03/2018, 04/05/2018,"
60:31:97:b4:71:96,3,"04/03/2018, 04/05/2018,"
74:cc:39:bb:51:38,4,"04/03/2018, 04/05/2018,"
b0:c1:9e:4d:62:8f,1,"04/03/2018,"
5c:54:6d:43:94:3c,2,"04/03/2018, 04/05/2018,"
b6:4e:26:4c:0e:e3,2,"04/03/2018, 04/05/2018,"
b6:4e:26:4c:0f:dd,2,"04/03/2018, 04/05/2018,"
ba:4e:26:4c:0e:e3,1,"04/03/2018,"
9c:6f:52:35:15:fc,4,"04/03/2018, 04/05/2018,"
b0:4e:26:4c:12:53,1,"04/03/2018,"
c0:56:27:a9:cf:1d,1,"04/03/2018,"
c8:3a:35:3b:3b:38,2,"04/03/2018, 04/05/2018,"
48:00:33:62:97:e9,1,"04/03/2018,"
00:22:58:1d:09:e5,3,"04/03/2018, 04/05/2018,"
00:13:33:dc:c2:92,3,"04/03/2018, 04/05/2018,"
62:fe:1e:c1:98:0c,2,"04/05/2018,"
b0:4e:26:4c:0e:e3,1,"04/05/2018,"
ac:f9:70:ec:2d:e0,3,"04/05/2018,"
6c:27:79:b5:5b:9a,2,"04/05/2018,"
12:08:b1:76:51:2f,2,"04/05/2018,"
00:13:33:da:f9:62,3,"04/05/2018,"
8c:79:67:b6:4a:82,2,"04/05/2018,"
36:12:98:50:50:8c,4,"04/05/2018,"
1c:74:0d:1a:d8:94,2,"04/05/2018,"
34:ba:9a:56:83:b0,1,"04/05/2018,"
b8:3a:08:5b:21:b1,2,"04/05/2018,"
08:ea:40:ff:03:f1,1,"04/05/2018,"
5c:6a:80:a3:f7:87,2,"04/05/2018,"
e0:8e:3c:1f:f5:73,2,"04/05/2018,"
d0:03:4b:d7:9c:e8,2,"04/05/2018,"
e4:7d:eb:03:22:2c,1,"04/05/2018,"
5c:6a:80:1a:25:c6,1,"04/05/2018,"
8c:25:05:5b:ca:b9,1,"04/05/2018,"
20:25:64:c6:89:a5,1,"04/05/2018,"
00:13:33:fb:45:3d,3,"04/05/2018,"
18:d6:c7:48:32:4c,2,"04/05/2018,"
bc:3d:85:66:0d:b5,1,"04/05/2018,"
cc:06:77:e1:1f:90,2,"04/05/2018,"
00:0c:43:30:50:78,1,"04/05/2018,"
94:46:96:1d:8a:0d,1,"04/05/2018,"
d8:63:75:b6:bf:7b,2,"04/05/2018,"
74:4a:a4:79:08:14,1,"04/05/2018,"
c4:12:f5:c8:32:d2,1,"04/05/2018,"
cc:06:77:70:5d:28,1,"04/05/2018,"
7c:c7:09:f6:9b:31,1,"04/05/2018,"
8c:25:05:5f:cd:c7,1,"04/05/2018,"
08:78:08:fd:71:82,2,"04/05/2018,"
94:46:96:1f:ef:be,1,"04/05/2018,"
00:25:9c:0d:bd:75,1,"04/05/2018,"
e8:50:8b:d2:83:a2,1,"04/05/2018,"
28:10:7b:f1:02:bc,2,"04/05/2018,"
58:70:c6:fe:88:70,1,"04/05/2018,"
ee:1d:7f:64:87:37,1,"04/05/2018,"
74:cc:39:bb:7e:50,1,"04/05/2018,"
14:b7:f8:62:66:cc,1,"04/05/2018,"
14:b7:f8:63:12:6a,1,"04/05/2018,"
00:13:33:f4:45:9f,1,"04/05/2018,"
94:87:7c:b6:ce:e0,1,"04/05/2018,"
e0:8e:3c:2f:44:45,1,"04/05/2018,"
bc:3d:85:9a:e0:c8,1,"04/05/2018,"
""
Box no.,Total APs
44,67
MAC,Persistence,Dates Seen
00:13:33:ed:60:48,3,"03/14/2018, 04/03/2018, 04/05/2018,"
00:e0:20:3b:00:75,1,"03/14/2018,"
cc:06:77:61:f6:08,3,"03/14/2018, 04/03/2018, 04/05/2018,"
18:de:d7:34:4c:cc,2,"03/14/2018, 04/03/2018,"
98:de:d0:cc:d4:72,3,"03/14/2018, 04/03/2018, 04/05/2018,"
cc:06:77:22:fb:60,3,"03/14/2018, 04/03/2018, 04/05/2018,"
00:13:33:ed:60:4c,4,"03/14/2018, 04/03/2018, 04/05/2018,"
74:cc:39:bb:7e:50,2,"03/14/2018, 04/03/2018,"
38:a2:8c:fb:58:6c,1,"03/14/2018,"
8c:4c:ad:01:5d:10,1,"03/14/2018,"
f0:98:38:72:db:98,3,"03/14/2018, 04/03/2018,"
84:c9:b2:52:16:e9,4,"03/14/2018, 04/03/2018, 04/05/2018,"
bc:76:5e:41:52:89,1,"03/14/2018,"
5c:6a:80:a3:32:23,2,"03/14/2018, 04/05/2018,"
e4:77:23:a5:0c:cc,3,"04/03/2018, 04/05/2018,"
00:13:33:e1:c5:5a,3,"04/03/2018, 04/05/2018,"
